Age_group,State,Gender,Year,Total
0-14,TAMIL NADU,Male,2003,411
0-14,TAMIL NADU,Male,2004,570
0-14,TAMIL NADU,Male,2005,441
0-14,TAMIL NADU,Male,2006,78
0-14,TAMIL NADU,Male,2007,90
0-14,TAMIL NADU,Male,2008,90
0-14,TAMIL NADU,Male,2009,408
0-14,TAMIL NADU,Male,2010,597
0-14,TAMIL NADU,Male,2011,477
0-14,TAMIL NADU,Male,2012,447
0-14,TRIPURA,Female,2001,36
0-14,TRIPURA,Female,2002,42
0-14,TRIPURA,Female,2003,24
0-14,TRIPURA,Female,2004,66
0-14,TRIPURA,Female,2005,48
0-14,TRIPURA,Female,2006,33
0-14,TRIPURA,Female,2007,66
0-14,TRIPURA,Female,2008,42
0-14,TRIPURA,Female,2009,29
0-14,TRIPURA,Female,2010,54
0-14,TRIPURA,Female,2011,15
0-14,TRIPURA,Female,2012,45
0-14,TRIPURA,Male,2001,54
0-14,TRIPURA,Male,2002,35
0-14,TRIPURA,Male,2003,21
0-14,TRIPURA,Male,2004,15
0-14,TRIPURA,Male,2005,30
0-14,TRIPURA,Male,2006,33
0-14,TRIPURA,Male,2007,78
0-14,TRIPURA,Male,2008,27
0-14,TRIPURA,Male,2009,27
0-14,TRIPURA,Male,2010,48
0-14,TRIPURA,Male,2011,15
0-14,TRIPURA,Male,2012,48
0-14,UTTAR PRADESH,Female,2001,189
0-14,UTTAR PRADESH,Female,2002,624
0-14,UTTAR PRADESH,Female,2003,222
0-14,UTTAR PRADESH,Female,2004,201
0-14,UTTAR PRADESH,Female,2005,177
0-14,UTTAR PRADESH,Female,2006,162
0-14,UTTAR PRADESH,Female,2007,192
0-14,UTTAR PRADESH,Female,2008,207
0-14,UTTAR PRADESH,Female,2009,186
0-14,UTTAR PRADESH,Female,2010,174
0-14,UTTAR PRADESH,Female,2011,171
0-14,UTTAR PRADESH,Female,2012,162
0-14,UTTAR PRADESH,Male,2001,219
0-14,UTTAR PRADESH,Male,2002,165
0-14,UTTAR PRADESH,Male,2003,246
0-14,UTTAR PRADESH,Male,2004,255
0-14,UTTAR PRADESH,Male,2005,174
0-14,UTTAR PRADESH,Male,2006,195
0-14,UTTAR PRADESH,Male,2007,140
0-14,UTTAR PRADESH,Male,2008,180
0-14,UTTAR PRADESH,Male,2009,153
0-14,UTTAR PRADESH,Male,2010,138
0-14,UTTAR PRADESH,Male,2011,135
0-14,UTTAR PRADESH,Male,2012,90
0-14,UTTARAKHAND,Female,2001,12
0-14,UTTARAKHAND,Female,2002,24
0-14,UTTARAKHAND,Female,2003,9
0-14,UTTARAKHAND,Female,2004,6
0-14,UTTARAKHAND,Female,2005,12
0-14,UTTARAKHAND,Female,2006,15
0-14,UTTARAKHAND,Female,2007,22
0-14,UTTARAKHAND,Female,2008,9
0-14,UTTARAKHAND,Female,2009,9
0-14,UTTARAKHAND,Female,2010,21
0-14,UTTARAKHAND,Female,2011,3
0-14,UTTARAKHAND,Female,2012,27
0-14,UTTARAKHAND,Male,2001,9
0-14,UTTARAKHAND,Male,2002,24
0-14,UTTARAKHAND,Male,2003,0
0-14,UTTARAKHAND,Male,2004,24
0-14,UTTARAKHAND,Male,2005,0
0-14,UTTARAKHAND,Male,2006,0
0-14,UTTARAKHAND,Male,2007,6
0-14,UTTARAKHAND,Male,2008,24
0-14,UTTARAKHAND,Male,2009,6
0-14,UTTARAKHAND,Male,2010,12
0-14,UTTARAKHAND,Male,2011,15
0-14,UTTARAKHAND,Male,2012,21
0-14,WEST BENGAL,Female,2001,849
0-14,WEST BENGAL,Female,2002,882
0-14,WEST BENGAL,Female,2003,294
0-14,WEST BENGAL,Female,2004,867
0-14,WEST BENGAL,Female,2005,615
0-14,WEST BENGAL,Female,2006,552
0-14,WEST BENGAL,Female,2007,606
0-14,WEST BENGAL,Female,2008,723
0-14,WEST BENGAL,Female,2009,654
0-14,WEST BENGAL,Female,2010,636
0-14,WEST BENGAL,Female,2011,774
0-14,WEST BENGAL,Female,2012,191
0-14,WEST BENGAL,Male,2001,849
0-14,WEST BENGAL,Male,2002,849
0-14,WEST BENGAL,Male,2003,183
0-14,WEST BENGAL,Male,2004,852
0-14,WEST BENGAL,Male,2005,642
0-14,WEST BENGAL,Male,2006,450
0-14,WEST BENGAL,Male,2007,651
0-14,WEST BENGAL,Male,2008,825
0-14,WEST BENGAL,Male,2009,705
0-14,WEST BENGAL,Male,2010,804
0-14,WEST BENGAL,Male,2011,852
0-14,WEST BENGAL,Male,2012,233
15-29,A & N ISLANDS,Female,2001,93
15-29,A & N ISLANDS,Female,2002,84
15-29,A & N ISLANDS,Female,2003,84
15-29,A & N ISLANDS,Female,2004,69
15-29,A & N ISLANDS,Female,2005,81
15-29,A & N ISLANDS,Female,2006,63
15-29,A & N ISLANDS,Female,2007,90
15-29,A & N ISLANDS,Female,2008,69
15-29,A & N ISLANDS,Female,2009,57
15-29,A & N ISLANDS,Female,2010,84
15-29,A & N ISLANDS,Female,2011,57
15-29,A & N ISLANDS,Female,2012,63
15-29,A & N ISLANDS,Male,2001,75
15-29,A & N ISLANDS,Male,2002,81
15-29,A & N ISLANDS,Male,2003,69
15-29,A & N ISLANDS,Male,2004,102
15-29,A & N ISLANDS,Male,2005,45
15-29,A & N ISLANDS,Male,2006,63
15-29,A & N ISLANDS,Male,2007,108
15-29,A & N ISLANDS,Male,2008,93
15-29,A & N ISLANDS,Male,2009,93
15-29,A & N ISLANDS,Male,2010,117
15-29,A & N ISLANDS,Male,2011,84
15-29,A & N ISLANDS,Male,2012,66
15-29,ANDHRA PRADESH,Female,2001,5613
15-29,ANDHRA PRADESH,Female,2002,5412
15-29,ANDHRA PRADESH,Female,2003,5055
15-29,ANDHRA PRADESH,Female,2004,5877
15-29,ANDHRA PRADESH,Female,2005,5712
15-29,ANDHRA PRADESH,Female,2006,5961
15-29,ANDHRA PRADESH,Female,2007,6417
15-29,ANDHRA PRADESH,Female,2008,5646
15-29,ANDHRA PRADESH,Female,2009,5802
15-29,ANDHRA PRADESH,Female,2010,6435
15-29,ANDHRA PRADESH,Female,2011,6852
15-29,ANDHRA PRADESH,Female,2012,6138
15-29,ANDHRA PRADESH,Male,2001,6174
15-29,ANDHRA PRADESH,Male,2002,6519
15-29,ANDHRA PRADESH,Male,2003,6810
15-29,ANDHRA PRADESH,Male,2004,7686
15-29,ANDHRA PRADESH,Male,2005,7332
15-29,ANDHRA PRADESH,Male,2006,8088
15-29,ANDHRA PRADESH,Male,2007,8808
15-29,ANDHRA PRADESH,Male,2008,8142
15-29,ANDHRA PRADESH,Male,2009,8181
15-29,ANDHRA PRADESH,Male,2010,10590
15-29,ANDHRA PRADESH,Male,2011,8484
15-29,ANDHRA PRADESH,Male,2012,7629
15-29,ARUNACHAL PRADESH,Female,2001,69
15-29,ARUNACHAL PRADESH,Female,2002,84
15-29,ARUNACHAL PRADESH,Female,2003,42
15-29,ARUNACHAL PRADESH,Female,2004,39
15-29,ARUNACHAL PRADESH,Female,2005,30
15-29,ARUNACHAL PRADESH,Female,2006,45
15-29,ARUNACHAL PRADESH,Female,2007,42
15-29,ARUNACHAL PRADESH,Female,2008,57
15-29,ARUNACHAL PRADESH,Female,2009,57
15-29,ARUNACHAL PRADESH,Female,2010,78
15-29,ARUNACHAL PRADESH,Female,2011,57
15-29,ARUNACHAL PRADESH,Female,2012,60
15-29,ARUNACHAL PRADESH,Male,2001,72
15-29,ARUNACHAL PRADESH,Male,2002,60
15-29,ARUNACHAL PRADESH,Male,2003,33
15-29,ARUNACHAL PRADESH,Male,2004,54
15-29,ARUNACHAL PRADESH,Male,2005,39
15-29,ARUNACHAL PRADESH,Male,2006,84
15-29,ARUNACHAL PRADESH,Male,2007,117
15-29,ARUNACHAL PRADESH,Male,2008,129
15-29,ARUNACHAL PRADESH,Male,2009,129
15-29,ARUNACHAL PRADESH,Male,2010,141
15-29,ARUNACHAL PRADESH,Male,2011,114
15-29,ARUNACHAL PRADESH,Male,2012,80
15-29,ASSAM,Female,2001,1149
15-29,ASSAM,Female,2002,1128
15-29,ASSAM,Female,2003,1536
15-29,ASSAM,Female,2004,1338
15-29,ASSAM,Female,2005,1275
15-29,ASSAM,Female,2006,1239
15-29,ASSAM,Female,2007,1281
15-29,ASSAM,Female,2008,1509
15-29,ASSAM,Female,2009,1542
15-29,ASSAM,Female,2010,1467
15-29,ASSAM,Female,2011,1230
15-29,ASSAM,Female,2012,1086
15-29,ASSAM,Male,2001,1860
15-29,ASSAM,Male,2002,1692
15-29,ASSAM,Male,2003,2013
15-29,ASSAM,Male,2004,2073
15-29,ASSAM,Male,2005,1929
15-29,ASSAM,Male,2006,2259
15-29,ASSAM,Male,2007,2112
15-29,ASSAM,Male,2008,2148
15-29,ASSAM,Male,2009,1965
15-29,ASSAM,Male,2010,2235
15-29,ASSAM,Male,2011,2001
15-29,ASSAM,Male,2012,2085
15-29,BIHAR,Female,2001,459
15-29,BIHAR,Female,2002,435
15-29,BIHAR,Female,2003,381
15-29,BIHAR,Female,2004,177
15-29,BIHAR,Female,2005,312
15-29,BIHAR,Female,2006,369
15-29,BIHAR,Female,2007,588
15-29,BIHAR,Female,2008,495
15-29,BIHAR,Female,2009,684
15-29,BIHAR,Female,2010,681
15-29,BIHAR,Female,2011,447
15-29,BIHAR,Female,2012,405
15-29,BIHAR,Male,2001,393
15-29,BIHAR,Male,2002,471
15-29,BIHAR,Male,2003,405
15-29,BIHAR,Male,2004,225
15-29,BIHAR,Male,2005,369
15-29,BIHAR,Male,2006,369
15-29,BIHAR,Male,2007,636
15-29,BIHAR,Male,2008,654
15-29,BIHAR,Male,2009,606
15-29,BIHAR,Male,2010,684
15-29,BIHAR,Male,2011,450
15-29,BIHAR,Male,2012,465
15-29,CHANDIGARH,Female,2001,54
15-29,CHANDIGARH,Female,2002,69
15-29,CHANDIGARH,Female,2003,66
15-29,CHANDIGARH,Female,2004,57
15-29,CHANDIGARH,Female,2005,45
15-29,CHANDIGARH,Female,2006,42
15-29,CHANDIGARH,Female,2007,33
15-29,CHANDIGARH,Female,2008,48
15-29,CHANDIGARH,Female,2009,54
15-29,CHANDIGARH,Female,2010,75
15-29,CHANDIGARH,Female,2011,93
15-29,CHANDIGARH,Female,2012,84
15-29,CHANDIGARH,Male,2001,60
15-29,CHANDIGARH,Male,2002,69
15-29,CHANDIGARH,Male,2003,90
15-29,CHANDIGARH,Male,2004,69
15-29,CHANDIGARH,Male,2005,99
15-29,CHANDIGARH,Male,2006,78
15-29,CHANDIGARH,Male,2007,76
15-29,CHANDIGARH,Male,2008,66
15-29,CHANDIGARH,Male,2009,47
15-29,CHANDIGARH,Male,2010,42
15-29,CHANDIGARH,Male,2011,72
15-29,CHANDIGARH,Male,2012,99
15-29,CHHATTISGARH,Female,2001,1828
15-29,CHHATTISGARH,Female,2002,1782
15-29,CHHATTISGARH,Female,2003,1866
15-29,CHHATTISGARH,Female,2004,1962
15-29,CHHATTISGARH,Female,2005,2226
15-29,CHHATTISGARH,Female,2006,2325
15-29,CHHATTISGARH,Female,2007,2193
15-29,CHHATTISGARH,Female,2008,2562
15-29,CHHATTISGARH,Female,2009,2619
15-29,CHHATTISGARH,Female,2010,2586
15-29,CHHATTISGARH,Female,2011,2964
15-29,CHHATTISGARH,Female,2012,2298
15-29,CHHATTISGARH,Male,2001,2376
15-29,CHHATTISGARH,Male,2002,2382
15-29,CHHATTISGARH,Male,2003,2538
15-29,CHHATTISGARH,Male,2004,2637
15-29,CHHATTISGARH,Male,2005,3186
15-29,CHHATTISGARH,Male,2006,3201
15-29,CHHATTISGARH,Male,2007,3141
15-29,CHHATTISGARH,Male,2008,3375
15-29,CHHATTISGARH,Male,2009,3675
15-29,CHHATTISGARH,Male,2010,4152
15-29,CHHATTISGARH,Male,2011,4284
15-29,CHHATTISGARH,Male,2012,3912
15-29,D & N HAVELI,Female,2001,27
15-29,D & N HAVELI,Female,2002,33
15-29,D & N HAVELI,Female,2003,18
15-29,D & N HAVELI,Female,2004,36
15-29,D & N HAVELI,Female,2005,36
15-29,D & N HAVELI,Female,2006,24
15-29,D & N HAVELI,Female,2007,57
15-29,D & N HAVELI,Female,2008,45
15-29,D & N HAVELI,Female,2009,42
15-29,D & N HAVELI,Female,2010,54
15-29,D & N HAVELI,Female,2011,39
15-29,D & N HAVELI,Female,2012,54
15-29,D & N HAVELI,Male,2001,30
15-29,D & N HAVELI,Male,2002,27
15-29,D & N HAVELI,Male,2003,24
15-29,D & N HAVELI,Male,2004,21
15-29,D & N HAVELI,Male,2005,48
15-29,D & N HAVELI,Male,2006,24
15-29,D & N HAVELI,Male,2007,45
15-29,D & N HAVELI,Male,2008,33
15-29,D & N HAVELI,Male,2009,30
15-29,D & N HAVELI,Male,2010,42
15-29,D & N HAVELI,Male,2011,69
15-29,D & N HAVELI,Male,2012,51
15-29,DAMAN & DIU,Female,2001,12
15-29,DAMAN & DIU,Female,2002,3
15-29,DAMAN & DIU,Female,2003,9
15-29,DAMAN & DIU,Female,2004,24
15-29,DAMAN & DIU,Female,2005,15
15-29,DAMAN & DIU,Female,2006,12
15-29,DAMAN & DIU,Female,2007,21
15-29,DAMAN & DIU,Female,2008,3
15-29,DAMAN & DIU,Female,2009,3
15-29,DAMAN & DIU,Female,2010,30
15-29,DAMAN & DIU,Female,2011,39
15-29,DAMAN & DIU,Female,2012,15
15-29,DAMAN & DIU,Male,2001,11
15-29,DAMAN & DIU,Male,2002,12
15-29,DAMAN & DIU,Male,2003,21
15-29,DAMAN & DIU,Male,2004,3
15-29,DAMAN & DIU,Male,2005,30
15-29,DAMAN & DIU,Male,2006,21
15-29,DAMAN & DIU,Male,2007,9
15-29,DAMAN & DIU,Male,2008,12
15-29,DAMAN & DIU,Male,2009,24
15-29,DAMAN & DIU,Male,2010,24
15-29,DAMAN & DIU,Male,2011,21
15-29,DAMAN & DIU,Male,2012,18
15-29,DELHI (UT),Female,2001,846
15-29,DELHI (UT),Female,2002,723
15-29,DELHI (UT),Female,2003,705
15-29,DELHI (UT),Female,2004,849
15-29,DELHI (UT),Female,2005,843
15-29,DELHI (UT),Female,2006,1005
15-29,DELHI (UT),Female,2007,1038
15-29,DELHI (UT),Female,2008,1041
15-29,DELHI (UT),Female,2009,1080
15-29,DELHI (UT),Female,2010,1089
15-29,DELHI (UT),Female,2011,1029
15-29,DELHI (UT),Female,2012,1227
15-29,DELHI (UT),Male,2001,945
15-29,DELHI (UT),Male,2002,903
15-29,DELHI (UT),Male,2003,984
15-29,DELHI (UT),Male,2004,1026
15-29,DELHI (UT),Male,2005,1110
15-29,DELHI (UT),Male,2006,1347
15-29,DELHI (UT),Male,2007,1293
15-29,DELHI (UT),Male,2008,1113
15-29,DELHI (UT),Male,2009,1371
15-29,DELHI (UT),Male,2010,1287
15-29,DELHI (UT),Male,2011,1866
15-29,DELHI (UT),Male,2012,1863
15-29,GOA,Female,2001,90
15-29,GOA,Female,2002,120
15-29,GOA,Female,2003,153
15-29,GOA,Female,2004,138
15-29,GOA,Female,2005,126
15-29,GOA,Female,2006,120
15-29,GOA,Female,2007,141
15-29,GOA,Female,2008,162
15-29,GOA,Female,2009,141
15-29,GOA,Female,2010,111
15-29,GOA,Female,2011,153
15-29,GOA,Female,2012,111
15-29,GOA,Male,2001,129
15-29,GOA,Male,2002,219
15-29,GOA,Male,2003,183
15-29,GOA,Male,2004,219
15-29,GOA,Male,2005,162
15-29,GOA,Male,2006,180
15-29,GOA,Male,2007,162
15-29,GOA,Male,2008,165
15-29,GOA,Male,2009,150
15-29,GOA,Male,2010,207
15-29,GOA,Male,2011,156
15-29,GOA,Male,2012,159
15-29,GUJARAT,Female,2001,3090
15-29,GUJARAT,Female,2002,2838
15-29,GUJARAT,Female,2003,2619
15-29,GUJARAT,Female,2004,2781
15-29,GUJARAT,Female,2005,2553
15-29,GUJARAT,Female,2006,2775
15-29,GUJARAT,Female,2007,3036
15-29,GUJARAT,Female,2008,3270
15-29,GUJARAT,Female,2009,3477
15-29,GUJARAT,Female,2010,3315
15-29,GUJARAT,Female,2011,3279
15-29,GUJARAT,Female,2012,3738
15-29,GUJARAT,Male,2001,3006
15-29,GUJARAT,Male,2002,3066
15-29,GUJARAT,Male,2003,2793
15-29,GUJARAT,Male,2004,2964
15-29,GUJARAT,Male,2005,2940
15-29,GUJARAT,Male,2006,2958
15-29,GUJARAT,Male,2007,3567
15-29,GUJARAT,Male,2008,3750
15-29,GUJARAT,Male,2009,3765
15-29,GUJARAT,Male,2010,4029
15-29,GUJARAT,Male,2011,4272
15-29,GUJARAT,Male,2012,4662
15-29,HARYANA,Female,2001,966
15-29,HARYANA,Female,2002,1011
15-29,HARYANA,Female,2003,942
15-29,HARYANA,Female,2004,921
15-29,HARYANA,Female,2005,771
15-29,HARYANA,Female,2006,756
15-29,HARYANA,Female,2007,939
15-29,HARYANA,Female,2008,822
15-29,HARYANA,Female,2009,882
15-29,HARYANA,Female,2010,960
15-29,HARYANA,Female,2011,1140
15-29,HARYANA,Female,2012,1071
15-29,HARYANA,Male,2001,1557
15-29,HARYANA,Male,2002,1590
15-29,HARYANA,Male,2003,1728
15-29,HARYANA,Male,2004,1548
15-29,HARYANA,Male,2005,1530
15-29,HARYANA,Male,2006,1830
15-29,HARYANA,Male,2007,1980
15-29,HARYANA,Male,2008,2061
15-29,HARYANA,Male,2009,2076
15-29,HARYANA,Male,2010,2517
15-29,HARYANA,Male,2011,2883
15-29,HARYANA,Male,2012,2298
15-29,HIMACHAL PRADESH,Female,2001,210
15-29,HIMACHAL PRADESH,Female,2002,228
15-29,HIMACHAL PRADESH,Female,2003,216
15-29,HIMACHAL PRADESH,Female,2004,213
15-29,HIMACHAL PRADESH,Female,2005,243
15-29,HIMACHAL PRADESH,Female,2006,201
15-29,HIMACHAL PRADESH,Female,2007,216
15-29,HIMACHAL PRADESH,Female,2008,309
15-29,HIMACHAL PRADESH,Female,2009,252
15-29,HIMACHAL PRADESH,Female,2010,284
15-29,HIMACHAL PRADESH,Female,2011,198
15-29,HIMACHAL PRADESH,Female,2012,225
15-29,HIMACHAL PRADESH,Male,2001,162
15-29,HIMACHAL PRADESH,Male,2002,261
15-29,HIMACHAL PRADESH,Male,2003,234
15-29,HIMACHAL PRADESH,Male,2004,231
15-29,HIMACHAL PRADESH,Male,2005,207
15-29,HIMACHAL PRADESH,Male,2006,270
15-29,HIMACHAL PRADESH,Male,2007,276
15-29,HIMACHAL PRADESH,Male,2008,420
15-29,HIMACHAL PRADESH,Male,2009,378
15-29,HIMACHAL PRADESH,Male,2010,351
15-29,HIMACHAL PRADESH,Male,2011,294
15-29,HIMACHAL PRADESH,Male,2012,336
15-29,JAMMU & KASHMIR,Female,2001,93
15-29,JAMMU & KASHMIR,Female,2002,183
15-29,JAMMU & KASHMIR,Female,2003,129
15-29,JAMMU & KASHMIR,Female,2004,87
15-29,JAMMU & KASHMIR,Female,2005,162
15-29,JAMMU & KASHMIR,Female,2006,196
15-29,JAMMU & KASHMIR,Female,2007,153
15-29,JAMMU & KASHMIR,Female,2008,240
15-29,JAMMU & KASHMIR,Female,2009,243
15-29,JAMMU & KASHMIR,Female,2010,258
15-29,JAMMU & KASHMIR,Female,2011,261
15-29,JAMMU & KASHMIR,Female,2012,303
15-29,JAMMU & KASHMIR,Male,2001,87
15-29,JAMMU & KASHMIR,Male,2002,114
15-29,JAMMU & KASHMIR,Male,2003,90
15-29,JAMMU & KASHMIR,Male,2004,81
15-29,JAMMU & KASHMIR,Male,2005,339
15-29,JAMMU & KASHMIR,Male,2006,192
15-29,JAMMU & KASHMIR,Male,2007,195
15-29,JAMMU & KASHMIR,Male,2008,168
15-29,JAMMU & KASHMIR,Male,2009,132
15-29,JAMMU & KASHMIR,Male,2010,138
15-29,JAMMU & KASHMIR,Male,2011,120
15-29,JAMMU & KASHMIR,Male,2012,168
15-29,JHARKHAND,Female,2001,150
15-29,JHARKHAND,Female,2002,141
15-29,JHARKHAND,Female,2003,141
15-29,JHARKHAND,Female,2004,195
15-29,JHARKHAND,Female,2005,336
15-29,JHARKHAND,Female,2006,474
15-29,JHARKHAND,Female,2007,534
15-29,JHARKHAND,Female,2008,339
15-29,JHARKHAND,Female,2009,405
15-29,JHARKHAND,Female,2010,525
15-29,JHARKHAND,Female,2011,567
15-29,JHARKHAND,Female,2012,651
15-29,JHARKHAND,Male,2001,135
15-29,JHARKHAND,Male,2002,135
15-29,JHARKHAND,Male,2003,135
15-29,JHARKHAND,Male,2004,216
15-29,JHARKHAND,Male,2005,543
15-29,JHARKHAND,Male,2006,570
15-29,JHARKHAND,Male,2007,783
15-29,JHARKHAND,Male,2008,513
15-29,JHARKHAND,Male,2009,609
15-29,JHARKHAND,Male,2010,756
15-29,JHARKHAND,Male,2011,972
15-29,JHARKHAND,Male,2012,891
15-29,KARNATAKA,Female,2001,5451
15-29,KARNATAKA,Female,2002,5388
15-29,KARNATAKA,Female,2003,4893
15-29,KARNATAKA,Female,2004,5064
15-29,KARNATAKA,Female,2005,4842
15-29,KARNATAKA,Female,2006,5259
15-29,KARNATAKA,Female,2007,4569
15-29,KARNATAKA,Female,2008,4971
15-29,KARNATAKA,Female,2009,3918
15-29,KARNATAKA,Female,2010,4806
15-29,KARNATAKA,Female,2011,4836
15-29,KARNATAKA,Female,2012,5358
15-29,KARNATAKA,Male,2001,6726
15-29,KARNATAKA,Male,2002,6855
15-29,KARNATAKA,Male,2003,7278
15-29,KARNATAKA,Male,2004,6987
15-29,KARNATAKA,Male,2005,6783
15-29,KARNATAKA,Male,2006,6921
15-29,KARNATAKA,Male,2007,6462
15-29,KARNATAKA,Male,2008,6594
15-29,KARNATAKA,Male,2009,5457
15-29,KARNATAKA,Male,2010,6210
15-29,KARNATAKA,Male,2011,6978
15-29,KARNATAKA,Male,2012,7074
15-29,KERALA,Female,2001,2382
